machine_id,shift_date,shift,planned_time_mins,actual_run_time_mins,good_units,total_units,downtime_mins,downtime_reason,availability,quality,oee
M07,2025-04-04,Day,480,380,644,798,100,Changeover,0.7917,0.807,0.6389
M07,2025-04-04,Night,480,354,474,632,126,Material Shortage,0.7375,0.75,0.5531
M08,2025-04-04,Day,480,441,655,784,39,Operator Break,0.9188,0.8355,0.7677
M08,2025-04-04,Night,480,447,784,984,33,None,0.9312,0.7967,0.7419
M01,2025-04-05,Day,480,452,888,1048,28,Quality Check Hold,0.9417,0.8473,0.7979
M01,2025-04-05,Night,480,422,814,1006,58,Changeover,0.8792,0.8091,0.7114
M02,2025-04-05,Day,480,360,627,634,120,None,0.75,0.989,0.7418
M02,2025-04-05,Night,480,388,727,850,92,Mechanical Failure,0.8083,0.8553,0.6913
M03,2025-04-05,Day,480,360,650,657,120,Mechanical Failure,0.75,0.9893,0.742
M03,2025-04-05,Night,480,445,784,1046,35,Operator Break,0.9271,0.7495,0.6949
M04,2025-04-05,Day,480,354,639,709,126,Operator Break,0.7375,0.9013,0.6647
M04,2025-04-05,Night,480,370,575,677,110,Planned Maintenance,0.7708,0.8493,0.6546
M05,2025-04-05,Day,480,345,597,604,135,Material Shortage,0.7188,0.9884,0.7105
M05,2025-04-05,Night,480,410,633,725,70,Electrical Fault,0.8542,0.8731,0.7458
M06,2025-04-05,Night,480,429,670,894,51,Mechanical Failure,0.8938,0.7494,0.6698
M07,2025-04-05,Day,480,339,513,584,141,Material Shortage,0.7062,0.8784,0.6203
M07,2025-04-05,Night,480,341,599,763,139,Quality Check Hold,0.7104,0.7851,0.5577
M08,2025-04-05,Day,480,352,653,660,128,Planned Maintenance,0.7333,0.9894,0.7255
M08,2025-04-05,Night,480,457,695,927,23,Quality Check Hold,0.9521,0.7497,0.7138
M01,2025-04-06,Day,480,445,713,818,35,Material Shortage,0.9271,0.8716,0.8081
M01,2025-04-06,Night,480,391,666,739,89,Material Shortage,0.8146,0.9012,0.7341
M02,2025-04-06,Day,480,436,822,912,44,Material Shortage,0.9083,0.9013,0.8187
M02,2025-04-06,Night,480,399,757,925,81,Changeover,0.8312,0.8184,0.6803
M03,2025-04-06,Day,480,374,887,907,106,Mechanical Failure,0.7792,0.9779,0.762
M03,2025-04-06,Night,480,338,680,757,142,Material Shortage,0.7042,0.8983,0.6326
M04,2025-04-06,Day,480,439,681,908,41,Quality Check Hold,0.9146,0.75,0.6859
M04,2025-04-06,Night,480,357,588,716,123,Planned Maintenance,0.7438,0.8212,0.6108
M05,2025-04-06,Day,480,386,775,783,94,Changeover,0.8042,0.9898,0.796
M05,2025-04-06,Night,480,386,692,792,94,Changeover,0.8042,0.8737,0.7026
M06,2025-04-06,Day,480,379,669,812,101,Electrical Fault,0.7896,0.8239,0.6506
M06,2025-04-06,Night,480,344,481,576,136,Planned Maintenance,0.7167,0.8351,0.5985
M07,2025-04-06,Day,480,420,667,890,60,Operator Break,0.875,0.7494,0.6557
M07,2025-04-06,Night,480,437,735,980,43,Planned Maintenance,0.9104,0.75,0.6828
M08,2025-04-06,Day,480,360,690,697,120,Mechanical Failure,0.75,0.99,0.7425
M08,2025-04-06,Night,480,398,785,884,82,None,0.8292,0.888,0.7363
M01,2025-04-07,Day,480,340,703,711,140,Mechanical Failure,0.7083,0.9887,0.7003
M01,2025-04-07,Night,480,340,758,766,140,Material Shortage,0.7083,0.9896,0.7009
M02,2025-04-07,Day,480,450,804,906,30,Changeover,0.9375,0.8874,0.8319
M02,2025-04-07,Night,480,469,731,975,11,Electrical Fault,0.9771,0.7497,0.7325
M03,2025-04-07,Day,480,447,645,774,33,Mechanical Failure,0.9312,0.8333,0.776
M03,2025-04-07,Night,480,455,675,901,25,Material Shortage,0.9479,0.7492,0.7102
M04,2025-04-07,Day,480,342,584,607,138,Mechanical Failure,0.7125,0.9621,0.6855
M04,2025-04-07,Night,480,345,599,719,135,Planned Maintenance,0.7188,0.8331,0.5988
M05,2025-04-07,Day,480,414,867,957,66,Electrical Fault,0.8625,0.906,0.7814
M05,2025-04-07,Night,480,470,839,1104,10,Mechanical Failure,0.9792,0.76,0.7442
M06,2025-04-07,Day,480,442,689,919,38,Mechanical Failure,0.9208,0.7497,0.6903
M06,2025-04-07,Night,480,383,561,749,97,Planned Maintenance,0.7979,0.749,0.5976
M07,2025-04-07,Day,480,353,623,727,127,Quality Check Hold,0.7354,0.8569,0.6302
M07,2025-04-07,Night,480,384,505,674,96,Mechanical Failure,0.8,0.7493,0.5994
M08,2025-04-07,Day,480,446,751,903,34,Operator Break,0.9292,0.8317,0.7728
M08,2025-04-07,Night,480,366,672,768,114,Planned Maintenance,0.7625,0.875,0.6672
M01,2025-04-08,Day,480,466,813,956,14,Planned Maintenance,0.9708,0.8504,0.8256
M01,2025-04-08,Night,480,434,741,900,46,Planned Maintenance,0.9042,0.8233,0.7444
M02,2025-04-08,Day,480,385,766,774,95,Material Shortage,0.8021,0.9897,0.7938
M02,2025-04-08,Night,480,412,721,948,68,Changeover,0.8583,0.7605,0.6527
M03,2025-04-08,Day,480,383,866,876,97,Electrical Fault,0.7979,0.9886,0.7888
M03,2025-04-08,Night,480,423,691,922,57,Mechanical Failure,0.8812,0.7495,0.6605
M04,2025-04-08,Day,480,429,670,894,51,Material Shortage,0.8938,0.7494,0.6698
M04,2025-04-08,Night,480,463,714,952,17,Planned Maintenance,0.9646,0.75,0.7234
M05,2025-04-08,Day,480,397,674,697,83,Planned Maintenance,0.8271,0.967,0.7998
M05,2025-04-08,Night,480,467,812,1078,13,Material Shortage,0.9729,0.7532,0.7328
M06,2025-04-08,Day,480,391,699,910,89,Planned Maintenance,0.8146,0.7681,0.6257
M06,2025-04-08,Night,480,389,504,672,91,Changeover,0.8104,0.75,0.6078
M07,2025-04-08,Day,480,427,606,808,53,Mechanical Failure,0.8896,0.75,0.6672
M07,2025-04-08,Night,480,403,519,693,77,Quality Check Hold,0.8396,0.7489,0.6288
M08,2025-04-08,Day,480,468,917,1135,12,Quality Check Hold,0.975,0.8079,0.7877
M08,2025-04-08,Night,480,425,668,811,55,Material Shortage,0.8854,0.8237,0.7293
M01,2025-04-09,Day,480,356,645,652,124,Operator Break,0.7417,0.9893,0.7338
M01,2025-04-09,Night,480,465,644,859,15,Material Shortage,0.9688,0.7497,0.7263
M02,2025-04-09,Day,480,392,879,905,88,Planned Maintenance,0.8167,0.9713,0.7933
M02,2025-04-09,Night,480,351,724,813,129,Mechanical Failure,0.7312,0.8905,0.6511
M03,2025-04-09,Day,480,358,671,678,122,None,0.7458,0.9897,0.7381
M03,2025-04-09,Night,480,447,768,1024,33,None,0.9312,0.75,0.6984
M04,2025-04-09,Day,480,443,737,983,37,Operator Break,0.9229,0.7497,0.6919
M04,2025-04-09,Night,480,428,737,983,52,Quality Check Hold,0.8917,0.7497,0.6685
M05,2025-04-09,Day,480,370,768,776,110,Planned Maintenance,0.7708,0.9897,0.7629
M05,2025-04-09,Night,480,447,704,884,33,Planned Maintenance,0.9312,0.7964,0.7416
M06,2025-04-09,Day,480,364,743,830,116,Operator Break,0.7583,0.8952,0.6788
M06,2025-04-09,Night,480,351,642,769,129,Changeover,0.7312,0.8349,0.6105
M07,2025-04-09,Day,480,451,738,985,29,Electrical Fault,0.9396,0.7492,0.7039
M07,2025-04-09,Night,480,420,568,758,60,Changeover,0.875,0.7493,0.6556
M08,2025-04-09,Day,480,460,882,1087,20,None,0.9583,0.8114,0.7776
M08,2025-04-09,Night,480,350,695,721,130,Electrical Fault,0.7292,0.9639,0.7029
M01,2025-04-10,Day,480,452,660,769,28,Changeover,0.9417,0.8583,0.8083
M01,2025-04-10,Night,480,462,632,843,18,Changeover,0.9625,0.7497,0.7216
M02,2025-04-10,Day,480,413,755,864,67,Mechanical Failure,0.8604,0.8738,0.7518
M02,2025-04-10,Night,480,422,653,856,58,Planned Maintenance,0.8792,0.7629,0.6707
M03,2025-04-10,Day,480,463,690,921,17,Electrical Fault,0.9646,0.7492,0.7227
M03,2025-04-10,Night,480,374,704,805,106,Mechanical Failure,0.7792,0.8745,0.6814
M04,2025-04-10,Day,480,344,719,735,136,Mechanical Failure,0.7167,0.9782,0.7011
M04,2025-04-10,Night,480,418,702,937,62,Changeover,0.8708,0.7492,0.6524
M05,2025-04-10,Day,480,378,663,670,102,Mechanical Failure,0.7875,0.9896,0.7793
M05,2025-04-10,Night,480,414,825,956,66,Material Shortage,0.8625,0.863,0.7443
M06,2025-04-10,Night,480,383,609,813,97,Changeover,0.7979,0.7491,0.5977
M07,2025-04-10,Day,480,417,589,786,63,Mechanical Failure,0.8688,0.7494,0.6511
M07,2025-04-10,Night,480,439,740,987,41,Planned Maintenance,0.9146,0.7497,0.6857
M08,2025-04-10,Day,480,455,907,1037,25,Mechanical Failure,0.9479,0.8746,0.829
M08,2025-04-10,Night,480,470,657,877,10,Mechanical Failure,0.9792,0.7491,0.7335
M01,2025-04-11,Day,480,402,789,816,78,Electrical Fault,0.8375,0.9669,0.8098
M01,2025-04-11,Night,480,368,796,811,112,Mechanical Failure,0.7667,0.9815,0.7525
M02,2025-04-11,Day,480,436,778,944,44,Changeover,0.9083,0.8242,0.7486
M02,2025-04-11,Night,480,425,690,871,55,Changeover,0.8854,0.7922,0.7014
M03,2025-04-11,Day,480,402,807,888,78,Mechanical Failure,0.8375,0.9088,0.7611
M03,2025-04-11,Night,480,369,712,847,111,None,0.7688,0.8406,0.6463
M04,2025-04-11,Day,480,407,576,676,73,None,0.8479,0.8521,0.7225
M04,2025-04-11,Night,480,417,559,746,63,Quality Check Hold,0.8688,0.7493,0.651
M05,2025-04-11,Day,480,403,833,842,77,Planned Maintenance,0.8396,0.9893,0.8306
M05,2025-04-11,Night,480,374,701,742,106,Quality Check Hold,0.7792,0.9447,0.7361
M06,2025-04-11,Day,480,431,707,919,49,Planned Maintenance,0.8979,0.7693,0.6908
M06,2025-04-11,Night,480,369,629,839,111,Planned Maintenance,0.7688,0.7497,0.5764
M07,2025-04-11,Day,480,408,545,727,72,Mechanical Failure,0.85,0.7497,0.6372
M07,2025-04-11,Night,480,454,620,827,26,Mechanical Failure,0.9458,0.7497,0.7091
M08,2025-04-11,Day,480,363,725,733,117,Changeover,0.7562,0.9891,0.748
M08,2025-04-11,Night,480,339,654,695,141,Mechanical Failure,0.7062,0.941,0.6645
M01,2025-04-12,Day,480,379,869,878,101,Changeover,0.7896,0.9897,0.7815
M01,2025-04-12,Night,480,437,756,935,43,Planned Maintenance,0.9104,0.8086,0.7361
M02,2025-04-12,Day,480,389,892,902,91,None,0.8104,0.9889,0.8014
M02,2025-04-12,Night,480,346,716,791,134,Mechanical Failure,0.7208,0.9052,0.6525
M03,2025-04-12,Day,480,421,778,893,59,Planned Maintenance,0.8771,0.8712,0.7641
M03,2025-04-12,Night,480,433,678,904,47,Mechanical Failure,0.9021,0.75,0.6766
M04,2025-04-12,Day,480,360,794,815,120,None,0.75,0.9742,0.7306
M04,2025-04-12,Night,480,459,596,795,21,Changeover,0.9562,0.7497,0.7169
M05,2025-04-12,Day,480,404,878,887,76,Mechanical Failure,0.8417,0.9899,0.8332
M05,2025-04-12,Night,480,465,815,1062,15,Material Shortage,0.9688,0.7674,0.7435
M06,2025-04-12,Day,480,431,801,1068,49,Mechanical Failure,0.8979,0.75,0.6734
M06,2025-04-12,Night,480,416,687,916,64,Planned Maintenance,0.8667,0.75,0.65
M07,2025-04-12,Day,480,460,703,938,20,Mechanical Failure,0.9583,0.7495,0.7182
M07,2025-04-12,Night,480,385,604,806,95,Changeover,0.8021,0.7494,0.6011
M08,2025-04-12,Day,480,344,734,742,136,Changeover,0.7167,0.9892,0.709
M08,2025-04-12,Night,480,346,622,629,134,Changeover,0.7208,0.9889,0.7128
M01,2025-04-13,Day,480,343,624,631,137,Operator Break,0.7146,0.9889,0.7067
M01,2025-04-13,Night,480,432,625,830,48,Mechanical Failure,0.9,0.753,0.6777
M02,2025-04-13,Day,480,380,803,812,100,Operator Break,0.7917,0.9889,0.7829
M02,2025-04-13,Night,480,459,699,933,21,Changeover,0.9562,0.7492,0.7164
M03,2025-04-13,Day,480,434,703,866,46,Operator Break,0.9042,0.8118,0.734
M03,2025-04-13,Night,480,361,641,741,119,None,0.7521,0.865,0.6506
M04,2025-04-13,Day,480,463,719,959,17,Changeover,0.9646,0.7497,0.7232
M04,2025-04-13,Night,480,337,630,726,143,Mechanical Failure,0.7021,0.8678,0.6093
M05,2025-04-13,Day,480,464,937,1057,16,Changeover,0.9667,0.8865,0.857
M05,2025-04-13,Night,480,464,816,1088,16,Changeover,0.9667,0.75,0.725
M06,2025-04-13,Day,480,423,684,912,57,Mechanical Failure,0.8812,0.75,0.6609
M06,2025-04-13,Night,480,433,717,956,47,Mechanical Failure,0.9021,0.75,0.6766
M07,2025-04-13,Day,480,394,541,722,86,Operator Break,0.8208,0.7493,0.615
M07,2025-04-13,Night,480,358,632,843,122,Changeover,0.7458,0.7497,0.5591
M08,2025-04-13,Day,480,461,719,923,19,Material Shortage,0.9604,0.779,0.7482
M08,2025-04-13,Night,480,346,847,856,134,Changeover,0.7208,0.9895,0.7132
M01,2025-04-14,Day,480,373,862,871,107,None,0.7771,0.9897,0.7691
M01,2025-04-14,Night,480,415,640,813,65,Changeover,0.8646,0.7872,0.6806
M02,2025-04-14,Day,480,465,598,795,15,Planned Maintenance,0.9688,0.7522,0.7287
M02,2025-04-14,Night,480,349,670,677,131,Mechanical Failure,0.7271,0.9897,0.7196
M03,2025-04-14,Day,480,410,676,821,70,Material Shortage,0.8542,0.8234,0.7033
M03,2025-04-14,Night,480,345,702,795,135,Mechanical Failure,0.7188,0.883,0.6347
M04,2025-04-14,Day,480,437,741,988,43,Electrical Fault,0.9104,0.75,0.6828
M04,2025-04-14,Night,480,452,579,772,28,Quality Check Hold,0.9417,0.75,0.7063
M05,2025-04-14,Day,480,450,866,1038,30,Mechanical Failure,0.9375,0.8343,0.7822
M05,2025-04-14,Night,480,417,625,759,63,Quality Check Hold,0.8688,0.8235,0.7155
M06,2025-04-14,Day,480,376,757,860,104,Planned Maintenance,0.7833,0.8802,0.6895
M06,2025-04-14,Night,480,339,599,732,141,Mechanical Failure,0.7062,0.8183,0.5779
M07,2025-04-14,Day,480,413,716,955,67,Changeover,0.8604,0.7497,0.645
M07,2025-04-14,Night,480,449,822,1096,31,Mechanical Failure,0.9354,0.75,0.7016
M08,2025-04-14,Day,480,417,792,923,63,Material Shortage,0.8688,0.8581,0.7455
M08,2025-04-14,Night,480,455,734,979,25,Mechanical Failure,0.9479,0.7497,0.7106
M01,2025-04-15,Day,480,370,760,768,110,Changeover,0.7708,0.9896,0.7628
M01,2025-04-15,Night,480,433,764,924,47,Operator Break,0.9021,0.8268,0.7459
M02,2025-04-15,Day,480,429,700,786,51,Quality Check Hold,0.8938,0.8906,0.796
M02,2025-04-15,Night,480,405,578,740,75,Changeover,0.8438,0.7811,0.6591
M03,2025-04-15,Day,480,368,600,607,112,Mechanical Failure,0.7667,0.9885,0.7579
M03,2025-04-15,Night,480,338,556,585,142,Planned Maintenance,0.7042,0.9504,0.6693
M04,2025-04-15,Day,480,429,658,828,51,Changeover,0.8938,0.7947,0.7103
M04,2025-04-15,Night,480,395,560,747,85,Quality Check Hold,0.8229,0.7497,0.6169
M05,2025-04-15,Day,480,466,611,763,14,Mechanical Failure,0.9708,0.8008,0.7774
M05,2025-04-15,Night,480,446,758,916,34,Electrical Fault,0.9292,0.8275,0.7689
M06,2025-04-15,Day,480,458,692,923,22,Material Shortage,0.9542,0.7497,0.7154
M06,2025-04-15,Night,480,431,696,929,49,Changeover,0.8979,0.7492,0.6727
M07,2025-04-15,Day,480,450,688,918,30,None,0.9375,0.7495,0.7027
M07,2025-04-15,Night,480,364,610,814,116,Operator Break,0.7583,0.7494,0.5683
M08,2025-04-15,Day,480,370,674,695,110,Changeover,0.7708,0.9698,0.7475
M08,2025-04-15,Night,480,425,655,873,55,Changeover,0.8854,0.7503,0.6643
M01,2025-04-16,Day,480,344,590,596,136,Electrical Fault,0.7167,0.9899,0.7095
M02,2025-04-16,Day,480,460,817,1054,20,Mechanical Failure,0.9583,0.7751,0.7428
M02,2025-04-16,Night,480,384,695,846,96,Quality Check Hold,0.8,0.8215,0.6572
M03,2025-04-16,Day,480,352,652,663,128,Changeover,0.7333,0.9834,0.7211
M03,2025-04-16,Night,480,440,771,1028,40,Mechanical Failure,0.9167,0.75,0.6875
M04,2025-04-16,Day,480,457,786,1049,23,Operator Break,0.9521,0.7493,0.7134
M04,2025-04-16,Night,480,460,650,867,20,Planned Maintenance,0.9583,0.7497,0.7184
M05,2025-04-16,Day,480,431,884,944,49,Operator Break,0.8979,0.9364,0.8408
M05,2025-04-16,Night,480,421,610,776,59,Electrical Fault,0.8771,0.7861,0.6895
M06,2025-04-16,Day,480,391,701,872,89,Mechanical Failure,0.8146,0.8039,0.6549
M06,2025-04-16,Night,480,341,665,817,139,Mechanical Failure,0.7104,0.814,0.5783
M07,2025-04-16,Day,480,404,658,873,76,Mechanical Failure,0.8417,0.7537,0.6344
M07,2025-04-16,Night,480,375,546,729,105,Planned Maintenance,0.7812,0.749,0.5851
M08,2025-04-16,Day,480,367,743,751,113,Quality Check Hold,0.7646,0.9893,0.7564
M08,2025-04-16,Night,480,368,692,723,112,Changeover,0.7667,0.9571,0.7338
M01,2025-04-17,Day,480,401,824,833,79,Changeover,0.8354,0.9892,0.8264
M01,2025-04-17,Night,480,381,663,736,99,Material Shortage,0.7938,0.9008,0.7151
M02,2025-04-17,Day,480,337,684,691,143,Planned Maintenance,0.7021,0.9899,0.695
M02,2025-04-17,Night,480,349,667,685,131,None,0.7271,0.9737,0.708
M03,2025-04-17,Day,480,449,648,786,31,Mechanical Failure,0.9354,0.8244,0.7711
M04,2025-04-17,Day,480,418,796,977,62,None,0.8708,0.8147,0.7094
M04,2025-04-17,Night,480,375,542,705,105,Planned Maintenance,0.7812,0.7688,0.6006
M05,2025-04-17,Day,480,378,730,738,102,Mechanical Failure,0.7875,0.9892,0.779
M05,2025-04-17,Night,480,363,662,669,117,Mechanical Failure,0.7562,0.9895,0.7483
M06,2025-04-17,Day,480,360,729,789,120,Planned Maintenance,0.75,0.924,0.693
M06,2025-04-17,Night,480,462,761,1015,18,Mechanical Failure,0.9625,0.7498,0.7217
M07,2025-04-17,Day,480,359,609,724,121,Planned Maintenance,0.7479,0.8412,0.6291
M07,2025-04-17,Night,480,460,804,1072,20,Mechanical Failure,0.9583,0.75,0.7187
M08,2025-04-17,Day,480,434,988,1078,46,Mechanical Failure,0.9042,0.9165,0.8287
M08,2025-04-17,Night,480,406,590,698,74,Operator Break,0.8458,0.8453,0.715
M01,2025-04-18,Day,480,381,797,806,99,Material Shortage,0.7938,0.9888,0.7849
M01,2025-04-18,Night,480,336,714,722,144,Mechanical Failure,0.7,0.9889,0.6922
M02,2025-04-18,Day,480,338,772,780,142,Material Shortage,0.7042,0.9897,0.6969
M02,2025-04-18,Night,480,445,728,971,35,Mechanical Failure,0.9271,0.7497,0.695
M03,2025-04-18,Day,480,366,777,785,114,Mechanical Failure,0.7625,0.9898,0.7547
M03,2025-04-18,Night,480,359,663,721,121,Changeover,0.7479,0.9196,0.6878
M04,2025-04-18,Day,480,405,651,763,75,Planned Maintenance,0.8438,0.8532,0.7199
M04,2025-04-18,Night,480,430,585,781,50,Quality Check Hold,0.8958,0.749,0.671
M05,2025-04-18,Day,480,356,819,828,124,Changeover,0.7417,0.9891,0.7336
M05,2025-04-18,Night,480,355,852,861,125,Planned Maintenance,0.7396,0.9895,0.7318
M06,2025-04-18,Day,480,424,656,855,56,Planned Maintenance,0.8833,0.7673,0.6778
M06,2025-04-18,Night,480,386,579,772,94,Planned Maintenance,0.8042,0.75,0.6032
M07,2025-04-18,Night,480,409,561,749,71,Material Shortage,0.8521,0.749,0.6382
M08,2025-04-18,Day,480,353,632,639,127,Mechanical Failure,0.7354,0.989,0.7273
M08,2025-04-18,Night,480,387,568,688,93,Electrical Fault,0.8062,0.8256,0.6656
M01,2025-04-19,Day,480,364,767,775,116,Changeover,0.7583,0.9897,0.7505
M01,2025-04-19,Night,480,447,604,806,33,Planned Maintenance,0.9312,0.7494,0.6978
M02,2025-04-19,Day,480,344,733,741,136,Material Shortage,0.7167,0.9892,0.709
M02,2025-04-19,Night,480,382,596,738,98,Planned Maintenance,0.7958,0.8076,0.6427
M03,2025-04-19,Day,480,436,720,896,44,Mechanical Failure,0.9083,0.8036,0.7299
M03,2025-04-19,Night,480,464,818,1091,16,Electrical Fault,0.9667,0.7498,0.7248
M04,2025-04-19,Day,480,379,599,675,101,Electrical Fault,0.7896,0.8874,0.7007
M04,2025-04-19,Night,480,434,726,969,46,Planned Maintenance,0.9042,0.7492,0.6774
M05,2025-04-19,Day,480,343,604,611,137,Mechanical Failure,0.7146,0.9885,0.7064
M05,2025-04-19,Night,480,365,590,639,115,None,0.7604,0.9233,0.7021
M06,2025-04-19,Day,480,460,756,1008,20,Mechanical Failure,0.9583,0.75,0.7187
M06,2025-04-19,Night,480,439,684,912,41,Material Shortage,0.9146,0.75,0.6859
M07,2025-04-19,Day,480,364,541,672,116,Planned Maintenance,0.7583,0.8051,0.6105
M07,2025-04-19,Night,480,412,657,876,68,Changeover,0.8583,0.75,0.6437
M08,2025-04-19,Night,480,444,762,975,36,Changeover,0.925,0.7815,0.7229
M01,2025-04-20,Day,480,435,700,751,45,Mechanical Failure,0.9062,0.9321,0.8447
M01,2025-04-20,Night,480,381,779,827,99,Planned Maintenance,0.7938,0.942,0.7478
M02,2025-04-20,Day,480,384,645,694,96,Material Shortage,0.8,0.9294,0.7435
M02,2025-04-20,Night,480,378,553,650,102,Quality Check Hold,0.7875,0.8508,0.67
M03,2025-04-20,Day,480,442,865,1003,38,None,0.9208,0.8624,0.7941
M03,2025-04-20,Night,480,455,697,930,25,Material Shortage,0.9479,0.7495,0.7105
M04,2025-04-20,Day,480,345,646,653,135,Planned Maintenance,0.7188,0.9893,0.7111
M04,2025-04-20,Night,480,442,747,996,38,Planned Maintenance,0.9208,0.75,0.6906
M05,2025-04-20,Day,480,361,785,793,119,Mechanical Failure,0.7521,0.9899,0.7445
M05,2025-04-20,Night,480,426,784,893,54,Electrical Fault,0.8875,0.8779,0.7791
M06,2025-04-20,Day,480,456,670,894,24,Electrical Fault,0.95,0.7494,0.7119
M06,2025-04-20,Night,480,450,600,801,30,Planned Maintenance,0.9375,0.7491,0.7023
M07,2025-04-20,Day,480,414,585,781,66,None,0.8625,0.749,0.646
M07,2025-04-20,Night,480,453,667,890,27,Changeover,0.9438,0.7494,0.7073
M08,2025-04-20,Day,480,340,740,748,140,Material Shortage,0.7083,0.9893,0.7007
M08,2025-04-20,Night,480,383,829,895,97,Operator Break,0.7979,0.9263,0.7391
M01,2025-04-21,Day,480,366,636,643,114,Operator Break,0.7625,0.9891,0.7542
M01,2025-04-21,Night,480,386,676,787,94,Electrical Fault,0.8042,0.859,0.6908
M02,2025-04-21,Day,480,361,767,796,119,None,0.7521,0.9636,0.7247
M02,2025-04-21,Night,480,440,612,793,40,None,0.9167,0.7718,0.7075
M03,2025-04-21,Day,480,409,759,824,71,Operator Break,0.8521,0.9211,0.7849
M03,2025-04-21,Night,480,411,651,847,69,Changeover,0.8562,0.7686,0.6581
M04,2025-04-21,Day,480,427,779,968,53,Changeover,0.8896,0.8048,0.716
M04,2025-04-21,Night,480,346,672,768,134,Planned Maintenance,0.7208,0.875,0.6307
M05,2025-04-21,Day,480,368,631,638,112,Mechanical Failure,0.7667,0.989,0.7583
M05,2025-04-21,Night,480,412,710,804,68,Planned Maintenance,0.8583,0.8831,0.758
M06,2025-04-21,Day,480,339,688,736,141,Quality Check Hold,0.7062,0.9348,0.6602
M06,2025-04-21,Night,480,355,629,803,125,Mechanical Failure,0.7396,0.7833,0.5793
M07,2025-04-21,Day,480,423,547,730,57,Material Shortage,0.8812,0.7493,0.6603
M07,2025-04-21,Night,480,461,713,951,19,Mechanical Failure,0.9604,0.7497,0.72
M08,2025-04-21,Day,480,441,767,920,39,Changeover,0.9188,0.8337,0.766
M08,2025-04-21,Night,480,353,632,709,127,Operator Break,0.7354,0.8914,0.6555
M01,2025-04-22,Day,480,338,590,596,142,Changeover,0.7042,0.9899,0.6971
M01,2025-04-22,Night,480,419,614,769,61,Material Shortage,0.8729,0.7984,0.6969
M02,2025-04-22,Day,480,337,632,639,143,Changeover,0.7021,0.989,0.6944
M02,2025-04-22,Night,480,367,810,844,113,Electrical Fault,0.7646,0.9597,0.7338
M03,2025-04-22,Day,480,469,697,924,11,Changeover,0.9771,0.7543,0.737
M03,2025-04-22,Night,480,342,628,721,138,Planned Maintenance,0.7125,0.871,0.6206
M04,2025-04-22,Day,480,386,640,768,94,Quality Check Hold,0.8042,0.8333,0.6701
M04,2025-04-22,Night,480,467,615,820,13,Changeover,0.9729,0.75,0.7297
M05,2025-04-22,Day,480,388,756,764,92,Mechanical Failure,0.8083,0.9895,0.7998
M05,2025-04-22,Night,480,439,667,827,41,Electrical Fault,0.9146,0.8065,0.7376
M06,2025-04-22,Day,480,362,693,813,118,Electrical Fault,0.7542,0.8524,0.6429
M06,2025-04-22,Night,480,371,479,635,109,Changeover,0.7729,0.7543,0.583
M07,2025-04-22,Day,480,370,693,860,110,Material Shortage,0.7708,0.8058,0.6211
M07,2025-04-22,Night,480,382,633,844,98,Changeover,0.7958,0.75,0.5968
M08,2025-04-22,Day,480,359,811,820,121,Changeover,0.7479,0.989,0.7397
M08,2025-04-22,Night,480,338,679,722,142,Quality Check Hold,0.7042,0.9404,0.6622
M01,2025-04-23,Day,480,460,691,818,20,Mechanical Failure,0.9583,0.8447,0.8095
M01,2025-04-23,Night,480,458,633,787,22,Changeover,0.9542,0.8043,0.7675
M02,2025-04-23,Day,480,465,660,829,15,Changeover,0.9688,0.7961,0.7713
M02,2025-04-23,Night,480,382,551,682,98,Changeover,0.7958,0.8079,0.6429
M03,2025-04-23,Day,480,406,867,941,74,None,0.8458,0.9214,0.7793
M03,2025-04-23,Night,480,369,683,766,111,Electrical Fault,0.7688,0.8916,0.6855
M04,2025-04-23,Day,480,460,762,1017,20,Planned Maintenance,0.9583,0.7493,0.7181
M04,2025-04-23,Night,480,389,727,904,91,Mechanical Failure,0.8104,0.8042,0.6517
M05,2025-04-23,Day,480,445,844,940,35,Mechanical Failure,0.9271,0.8979,0.8324
M05,2025-04-23,Night,480,380,767,794,100,None,0.7917,0.966,0.7648
M06,2025-04-23,Day,480,446,737,983,34,Changeover,0.9292,0.7497,0.6966
M06,2025-04-23,Night,480,440,673,898,40,Material Shortage,0.9167,0.7494,0.687
M07,2025-04-23,Day,480,418,569,759,62,None,0.8708,0.7497,0.6528
M07,2025-04-23,Night,480,419,701,935,61,Material Shortage,0.8729,0.7497,0.6544
M08,2025-04-23,Day,480,346,772,780,134,Electrical Fault,0.7208,0.9897,0.7134
M08,2025-04-23,Night,480,394,719,806,86,Mechanical Failure,0.8208,0.8921,0.7322
M01,2025-04-24,Day,480,363,792,801,117,Mechanical Failure,0.7562,0.9888,0.7477
M01,2025-04-24,Night,480,377,823,911,103,Changeover,0.7854,0.9034,0.7095
M02,2025-04-24,Day,480,458,771,952,22,Operator Break,0.9542,0.8099,0.7728
M02,2025-04-24,Night,480,451,602,803,29,Changeover,0.9396,0.7497,0.7044
M03,2025-04-24,Day,480,421,898,1032,59,Mechanical Failure,0.8771,0.8702,0.7633
M03,2025-04-24,Night,480,430,756,1008,50,Electrical Fault,0.8958,0.75,0.6719
M04,2025-04-24,Day,480,403,600,738,77,Quality Check Hold,0.8396,0.813,0.6826
M04,2025-04-24,Night,480,446,630,841,34,Mechanical Failure,0.9292,0.7491,0.6961
